time,TATM,E,NC,nonUV,ES,YGROSS,S,invNCfrac,MIU,CPC,YNET,K,scc,gama3,ratioKNC,g4,theta1,share1,climsen,prtp,share2,theta2,YGreen,elasmu,damageNC
2190,2.056612849701808,0.0016657450805686782,0.002949554611315515,0.05430980216605024,26.442103521145345,1160.7471568294154,0.23882689675937496,0.0,0.9999892880539979,83.45938973616595,1153.9342764392602,3044.3332134837956,705.2727889653424,0.01053122614104478,3.87,0.5,1.0,0.0,3.2,0.015,0.0,1.0,1148.5588546942588,1.45,0.07923818399245847
2195,2.048700993914999,0.0013286010912774591,0.002213422210640114,0.047047021272766186,25.006329016196894,1203.3043803820663,0.23863344586107438,0.0,0.9999914179178939,86.54397048247984,1196.295951030094,3169.1820542907053,702.9131380404001,0.01053122614104478,3.87,0.5,1.0,0.0,3.2,0.015,0.0,1.0,1191.084944830855,1.45,0.07923818399245847
2200,2.0413232964808072,0.0014331919273152622,0.0016639950472561432,0.040792095401635635,23.641256619401233,1245.6702195793714,0.23971273956667483,0.0,0.9999896411839513,89.46845451971774,1238.467198070274,3292.533834729292,694.657381973937,0.01053122614104478,3.87,0.5,1.0,0.0,3.2,0.015,0.0,1.0,1233.4216761268442,1.45,0.07923818399245847
2205,2.034458704930833,0.0011730978438567895,0.0012530379421368673,0.035398275976901296,22.344219696283513,1288.7030044660635,0.23891684005070515,0.0,0.9999914027596687,92.66209443186126,1281.3011823279544,3422.542749195729,685.2297274688749,0.01053122614104478,3.87,0.5,1.0,0.0,3.2,0.015,0.0,1.0,1276.4179528466464,1.45,0.07923818399245847
2210,2.0280818542075427,0.01178422587311672,0.0009450358020659473,0.03074143461300964,21.111148359402677,1330.9018328089771,0.23915362227356884,0.0,0.999890496583581,95.67391523561905,1323.3054817398997,3545.7659873631396,669.4905597355673,0.01053122614104478,3.87,0.5,1.0,0.0,3.2,0.015,0.0,1.0,1318.5879336535027,1.45,0.07923818399245847
2215,2.0221752350678948,0.0023202951792721934,0.0007137623735599452,0.026716331588748206,19.939688804521655,1373.137321571282,0.2399627275650636,0.0,0.999979407613219,98.61332825037132,1365.345489357147,3670.464760975338,648.7364559153168,0.01053122614104478,3.87,0.5,1.0,0.0,3.2,0.015,0.0,1.0,1360.789105640571,1.45,0.07923818399245847
2220,2.0166985286980768,0.0006515129871011386,0.0005398018078511355,0.023233635269822403,18.827182609714477,1415.7466011609777,0.2391458839427175,0.0,0.9999949788294923,101.79181480618502,1407.7564400483277,3800.066063860002,625.8673798702765,0.01053122614104478,3.87,0.5,1.0,0.0,3.2,0.015,0.0,1.0,1403.35872211058,1.45,0.07923818399245847
2225,2.011620615078473,0.0029056080650557733,0.00040874053579966304,0.02021733255896195,17.770305503748194,1457.3361062290028,0.2396445400779155,0.0,0.9999726679892462,104.72333109015864,1449.1525904143386,3921.9383204879787,596.4464916452837,0.01053122614104478,3.87,0.5,1.0,0.0,3.2,0.015,0.0,1.0,1444.9144114752273,1.45,0.07923818399245847
2230,2.006914491264167,0.002813585128854796,0.000309851894946122,0.017602610458284932,16.76711994741019,1499.0760052454348,0.239708032624792,0.0,0.9999730376332638,107.72418861860983,1490.697444236036,4047.194606814611,563.4866273073097,0.01053122614104478,3.87,0.5,1.0,0.0,3.2,0.015,0.0,1.0,1486.6148488435344,1.45,0.07923818399245847
2235,2.002550903934761,0.0001711745998382881,0.00023513498613576602,0.015334111846982402,15.815010626592134,1540.4817559451396,0.24031298521644456,0.0,0.9999989583546758,110.62238092946274,1531.909172245219,4171.595546813391,525.872226201981,0.01053122614104478,3.87,0.5,1.0,0.0,3.2,0.015,0.0,1.0,1527.9792783229204,1.45,0.07923818399245847
