time,TATM,E,NC,nonUV,ES,YGROSS,S,invNCfrac,MIU,CPC,YNET,K,scc,gama3,ratioKNC,g4,theta1,share1,climsen,prtp,share2,theta2,YGreen,elasmu,damageNC
2185,1.723238216385083,0.0006498127652209694,0.04302732715763701,0.20743029469592192,54.58623694943121,1157.711662361081,0.23914673848344536,0.0,0.9999997771891572,83.3567275740616,1152.9409955167744,3026.2110060972045,872.5362726040034,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,1147.2062989372105,1.45,0.07902286641291013
2190,1.7188959724277908,0.0026550269312422357,0.034882839088213644,0.18676948114778721,52.85252861420052,1203.1231204437781,0.23928340352772395,0.0,0.9999808975872494,86.60900286507699,1198.1902772916008,3158.70056078283,869.2181524372747,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,1192.6187432956829,1.45,0.07902286641291013
2195,1.7148164832315753,0.0030760719023897706,0.028305393372063257,0.16824206778348647,51.14251034751157,1248.693354041845,0.23900035230598093,0.0,0.9999761713311821,89.92330222744825,1243.5979439258003,3292.050454170393,862.0145709217933,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,1238.1906079833377,1.45,0.07902286641291013
2200,1.7109935265156397,0.004126973352488994,0.022987483802505967,0.15161623858448,49.45776735294823,1294.091628795117,0.23923505059020797,0.0,0.9999659043273438,93.166234495113,1288.834485600252,3423.5628303329477,848.9241010051909,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,1283.5931836493933,1.45,0.07902286641291013
2205,1.7074183254780118,0.0007158406740576823,0.01868333677848074,0.13668700296107433,47.800678317581294,1339.6940633378417,0.23929639891878696,0.0,0.9999958525794168,96.44555256475415,1334.2743844530348,3556.982016821346,831.3106431898182,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,1329.1978733912804,1.45,0.07902286641291013
2210,1.7040751710275766,0.0028009156388953942,0.015196224198946449,0.12327296621297976,46.172553346956164,1385.292529499824,0.2392451957167749,0.0,0.9999764122307869,99.7404481727232,1379.7103083812049,3690.723633878052,808.7844171801071,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,1374.7987841928157,1.45,0.07902286641291013
2215,1.7009533375253687,0.0021982580903912295,0.012368406922339037,0.1112133396780217,44.57467945562008,1430.7579663221397,0.23994319563708072,0.0,0.9999813552925272,102.92613250478257,1425.013641126844,3823.9054195456233,779.9373892411006,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,1420.266033039639,1.45,0.07902286641291013
2220,1.6980379541740904,0.0015662676628402116,0.010073229366615966,0.10036547895873345,43.008910856033566,1476.6377134263394,0.24042406082773454,0.0,0.9999867257547581,106.16716402831658,1470.7294916560218,3961.8937642991486,746.7245360356369,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,1466.1427343285427,1.45,0.07902286641291013
2225,1.6953138717539749,0.005007320699780198,0.008208846354320731,0.09060268403486031,41.47591252814253,1522.5988744087613,0.2399179080998899,0.0,0.9999542088988035,109.55324634466267,1516.526286905538,4101.9385985827375,709.9703103542436,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,1512.0985417049312,1.45,0.07902286641291013
2230,1.69277018205028,0.00459910647011514,0.0066932435283362105,0.08181224558913054,39.975779942513576,1567.7530011762208,0.24039666720830177,0.0,0.9999573553356064,112.7403714575761,1561.5190745331408,4236.0513179108275,666.6168148476507,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,1557.2496311530883,1.45,0.07902286641291013
2235,1.6903914636370498,0.013197410010180521,0.005460298425830331,0.07389383212305564,38.51024517466078,1613.0271721009196,0.24016479266093282,0.0,0.9998745365975159,116.04143285402056,1606.6312331319064,4373.134049415963,619.862143187577,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,1602.5177033837774,1.45,0.07902286641291013
2240,1.6881721211782577,0.0022252677619489037,0.004456625200948705,0.06675795983213316,37.07933793476545,1657.6921133782178,0.23956403445146257,0.0,0.9999789864502997,119.35908342676737,1651.136318372209,4506.633584682828,569.2032526409859,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,1647.1747161972053,1.45,0.07902286641291013
2245,1.686085270056329,0.00314039151898223,0.0036390927934494134,0.06032489364639952,35.68343781346853,1701.4674045412512,0.24079122138630896,0.0,0.9999696153098188,122.32388488094529,1694.7551139764214,4634.141167712591,512.9524964578305,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,1690.9450457640949,1.45,0.07902286641291013
